,team_1,team_2,team_1_rating,team_2_rating,capacity,month,derby,year,city,temprature,precipitation,attendance,occuper
444,12,21,1,12,75643,4,False,1996,26,9,27,55243,73
445,7,23,4,15,52305,4,False,1996,18,7,70,36582,69
446,8,9,19,20,30602,4,False,1996,20,9,38,25134,82
447,19,20,9,8,36284,4,True,1996,16,11,30,32654,89
448,6,8,17,18,33746,3,False,1996,21,6,18,29888,88
449,1,16,3,2,38419,3,False,1996,16,8,29,38068,99
450,20,7,8,4,25486,3,False,1996,16,8,29,23175,90
451,14,13,12,5,31367,3,False,1996,12,7,25,24274,77
452,3,10,19,15,23489,3,False,1996,28,7,18,22291,94
453,21,19,14,10,18300,3,False,1996,9,6,21,18083,98
454,4,12,13,1,39414,3,False,1996,31,7,40,40079,101
455,6,2,17,6,33746,3,False,1996,21,6,18,29811,88
456,18,11,7,9,39812,3,False,1996,17,5,29,30373,76
457,9,22,20,11,15200,3,False,1996,4,8,17,15044,98
458,23,8,16,18,22500,3,False,1996,14,6,18,22120,98
459,2,9,5,20,40834,3,False,1996,16,8,29,28079,68
460,22,19,11,10,22000,3,False,1996,6,6,21,20593,93
461,6,14,19,12,33746,3,False,1996,21,6,18,29891,88
462,20,10,8,16,25486,3,True,1996,16,8,29,15771,61
463,2,23,7,15,40834,3,False,1996,16,8,29,24027,58
464,13,10,6,17,42749,3,False,1996,13,6,19,35992,84
465,14,20,12,8,31367,3,False,1996,12,7,25,23333,74
466,4,21,13,14,39414,3,False,1996,31,7,40,32140,81
467,22,6,11,20,22000,3,False,1996,6,6,21,20561,93
468,12,18,1,5,75643,3,False,1996,26,6,25,55267,73
469,7,3,4,16,52305,3,False,1996,18,4,106,36571,69
470,8,16,18,2,30602,3,False,1996,20,6,38,29181,95
471,9,1,19,3,15200,3,False,1996,4,8,17,15144,99
472,19,11,10,9,36284,3,False,1996,16,8,29,33040,91
473,11,9,9,19,37792,3,False,1996,22,5,27,25913,68
474,18,23,5,15,39812,3,False,1996,17,5,29,20294,50
475,10,2,17,8,35345,3,True,1996,16,8,29,24502,69
476,14,8,12,18,31367,3,False,1996,12,7,25,20485,65
477,16,7,2,4,54074,3,False,1996,31,7,40,40751,75
478,1,8,2,17,38419,3,False,1996,16,8,29,38206,99
479,3,22,16,10,23489,3,False,1996,28,7,18,19220,81
480,11,4,9,12,37792,3,False,1996,22,5,27,32055,84
481,23,12,15,1,22500,3,False,1996,14,6,18,22225,98
482,9,4,18,12,15200,3,False,1996,4,8,17,15134,99
483,2,14,8,13,40834,3,False,1996,16,8,29,25784,63
484,22,13,9,5,22000,3,False,1996,6,6,21,20626,93
485,6,21,20,14,33746,3,False,1996,21,6,18,29739,88
486,8,18,17,6,30602,3,False,1996,20,6,38,21485,70
487,23,19,16,11,22500,3,False,1996,14,6,18,20785,92
488,3,20,15,7,23489,3,False,1996,28,7,18,15273,65
489,13,16,5,2,42749,3,False,1996,13,6,19,39339,92
490,14,23,13,16,31367,3,False,1996,12,7,25,24208,77
491,21,2,14,8,18300,3,False,1996,9,6,21,18039,98
492,4,1,12,3,39414,3,False,1996,31,7,40,36980,93
493,11,10,10,19,37792,3,False,1996,22,5,27,30575,80
494,12,3,1,15,75643,3,False,1996,26,6,25,55230,73
495,7,9,4,18,52305,3,False,1996,18,4,106,36446,69
496,18,6,6,20,39812,3,False,1996,17,5,29,28206,70
497,19,8,11,17,36284,3,False,1996,16,8,29,32805,90
498,20,22,7,9,25486,3,False,1996,16,8,29,11487,45
499,9,20,19,5,15200,2,False,1996,4,6,23,14418,94
500,10,19,17,11,35345,2,True,1996,16,6,47,23998,67
501,1,20,4,5,38419,2,True,1996,16,6,47,37854,98
502,2,12,7,1,40834,2,False,1996,16,6,47,28336,69
503,3,4,16,10,23489,2,False,1996,28,5,19,19497,83
504,22,21,12,13,22000,2,False,1996,6,5,23,20323,92
505,16,14,2,15,54074,2,False,1996,31,6,40,40747,75
506,6,7,20,3,33746,2,False,1996,21,5,21,30063,89
507,8,13,18,6,30602,2,False,1996,20,4,47,25239,82
508,9,18,19,8,15200,2,False,1996,4,6,23,15062,99
509,23,11,14,9,22500,2,False,1996,14,4,17,21890,97
510,13,3,5,16,42749,2,False,1996,13,5,23,30409,71
511,21,18,12,8,18300,2,False,1996,9,5,23,18060,98
512,16,11,2,11,54074,2,False,1996,31,6,40,38957,72
513,1,12,3,1,38419,2,False,1996,16,6,47,38172,99
514,21,10,13,18,18300,2,False,1996,9,5,23,18057,98
515,19,1,9,3,36284,2,True,1996,16,6,47,33039,91
516,7,22,4,15,52305,2,False,1996,18,3,122,36396,69
517,13,23,7,12,42749,2,False,1996,13,5,23,32491,76
518,14,10,14,18,31367,2,False,1996,12,5,28,21994,70
519,21,16,13,2,18300,2,False,1996,9,5,23,18102,98
520,4,8,10,17,39414,2,False,1996,31,6,40,32567,82
521,11,1,11,3,37792,2,False,1996,22,4,29,35502,93
522,12,9,1,19,75643,2,False,1996,26,5,28,55269,73
523,18,3,8,16,39812,2,False,1996,17,3,34,21793,54
524,19,2,9,5,36284,2,True,1996,16,6,47,33027,91
525,20,6,6,20,25486,2,False,1996,16,6,47,15046,59
526,13,18,7,8,42749,1,False,1996,13,4,34,26726,62
527,11,21,10,15,37792,1,False,1996,22,4,39,27549,72
528,22,23,13,11,22000,1,False,1996,6,4,32,17883,81
529,7,4,4,12,52305,1,False,1996,18,3,190,35143,67
530,8,3,17,14,30602,1,False,1996,20,4,61,22619,73
531,19,14,9,16,36284,1,False,1996,16,6,52,22943,63
532,10,1,18,2,35345,1,True,1996,16,6,52,24382,68
533,12,20,1,5,75643,1,False,1996,26,5,32,55314,73
534,10,11,18,11,35345,1,False,1996,16,6,52,19441,55
535,8,19,17,10,30602,1,False,1996,20,4,61,27308,89
536,1,4,3,9,38419,1,False,1996,16,6,52,38095,99
537,2,21,6,15,40834,1,False,1996,16,6,52,28293,69
538,3,12,16,2,23489,1,False,1996,28,5,27,23085,98
539,22,20,13,5,22000,1,False,1996,6,4,32,18927,86
540,16,13,1,7,54074,1,False,1996,31,5,58,40489,74
541,6,18,20,8,33746,1,False,1996,21,4,29,29485,87
542,9,7,19,4,15200,1,False,1996,4,6,35,15251,100
543,23,14,12,14,22500,1,False,1996,14,4,20,20850,92
544,19,12,10,2,36284,1,False,1996,16,6,52,33026,91
545,13,7,6,4,42749,1,False,1996,13,4,34,39339,92
546,14,3,14,15,31367,1,False,1996,12,5,32,24055,76
547,11,22,12,16,37792,1,False,1996,22,4,39,29486,78
548,16,10,1,17,54074,1,False,1996,31,5,58,40102,74
549,6,9,20,19,33746,1,False,1996,21,4,29,29509,87
550,8,2,18,7,30602,1,False,1996,20,4,61,28358,92
551,18,4,8,9,39812,1,False,1996,17,3,49,24175,60
552,23,1,11,3,22500,1,False,1996,14,4,20,21154,94
553,20,21,5,13,25486,1,False,1996,16,6,52,11467,44
554,1,6,2,20,38419,1,False,1996,16,6,52,37573,97
555,2,16,7,1,40834,1,False,1996,16,6,52,28329,69
556,3,23,12,11,23489,1,False,1996,28,5,27,17700,75
557,7,11,4,15,52305,1,False,1996,18,3,190,36489,69
558,10,8,16,18,35345,1,False,1996,16,6,52,22358,63
559,4,14,8,17,39414,1,False,1996,31,5,58,30427,77
560,12,13,3,6,75643,1,False,1996,26,5,32,55133,72
561,9,16,19,1,15200,12,False,1996,4,6,31,15222,100
562,1,13,3,6,38419,12,False,1996,16,6,65,38130,99
563,2,18,7,9,40834,12,False,1996,16,6,65,27467,67
564,3,6,14,17,23489,12,False,1996,28,5,21,20617,87
565,21,14,11,18,18300,12,False,1996,9,5,29,17847,97
566,4,20,8,4,39414,12,False,1996,31,6,72,36733,93
567,22,8,12,20,22000,12,False,1996,6,5,29,20833,94
568,12,11,2,15,75643,12,False,1996,26,5,37,55256,73
569,7,19,5,10,52305,12,False,1996,18,4,230,36308,69
570,10,23,16,13,35345,12,False,1996,16,6,65,24077,68
571,19,9,9,19,36284,12,False,1996,16,6,65,30549,84
572,13,2,5,7,42749,12,False,1996,13,5,27,39339,92
573,14,7,18,6,31367,12,False,1996,12,6,45,30398,96
574,11,3,14,15,37792,12,False,1996,22,4,43,36465,96
575,16,22,1,13,54074,12,False,1996,31,6,72,40786,75
576,6,4,17,8,33746,12,False,1996,21,5,28,29673,87
577,8,12,20,3,30602,12,False,1996,20,4,67,29032,94
578,23,21,11,12,22500,12,False,1996,14,4,22,22512,100
579,18,1,10,2,39812,12,False,1996,17,4,58,23245,58
580,7,16,6,1,52305,12,False,1996,18,4,230,36570,69
581,13,20,4,3,42749,12,False,1996,13,5,27,28875,67
582,2,10,8,15,40834,12,True,1996,16,6,65,28315,69
583,4,11,7,12,39414,12,False,1996,31,6,72,36954,93
584,22,3,13,17,22000,12,False,1996,6,5,29,20038,91
585,12,23,5,14,75643,12,False,1996,26,5,37,55081,72
586,8,1,20,2,30602,12,False,1996,20,4,67,27384,89
587,9,21,16,11,15200,12,False,1996,4,6,31,14901,98
588,19,18,10,9,36284,12,False,1996,16,6,65,30996,85
589,18,12,9,6,39812,12,False,1996,17,4,58,37671,94
590,16,8,1,20,54074,12,False,1996,31,6,72,36126,66
591,3,7,19,4,23489,12,False,1996,28,5,21,21538,91
592,21,4,11,7,18300,12,False,1996,9,5,29,17252,94
593,23,2,14,8,22500,12,False,1996,14,4,22,19683,87
594,11,19,13,10,37792,12,False,1996,22,4,43,33783,89
595,16,6,1,16,54074,12,False,1996,31,6,72,39441,72
596,20,14,3,17,25486,12,False,1996,16,6,65,13246,51
597,8,7,19,4,30602,12,False,1996,20,4,67,25782,84
598,10,12,14,6,35345,12,False,1996,16,6,65,25045,70
599,1,21,1,11,38419,12,False,1996,16,6,65,38018,98
600,2,4,7,8,40834,12,False,1996,16,6,65,28418,69
601,3,19,20,10,23489,12,False,1996,28,5,21,19765,84
602,22,14,12,17,22000,12,False,1996,6,5,29,19306,87
603,16,18,3,9,54074,12,False,1996,31,6,72,39507,73
604,6,11,16,13,33746,12,False,1996,21,5,28,30018,88
605,9,13,18,5,15200,12,False,1996,4,6,31,15232,100
606,23,20,15,2,22500,12,False,1996,14,4,22,19672,87
607,1,9,1,17,38419,12,False,1996,16,6,65,38033,98
608,10,13,15,5,35345,12,False,1996,16,6,65,19105,54
609,6,22,16,12,33746,12,False,1996,21,5,28,29709,88
610,19,16,11,2,36284,12,False,1996,16,6,65,32899,90
611,11,2,13,7,37792,12,False,1996,22,4,43,32671,86
612,13,6,5,16,42749,11,False,1996,13,7,31,39053,91
613,14,9,18,17,31367,11,False,1996,12,8,43,23018,73
614,21,3,9,19,18300,11,False,1996,9,7,29,18042,98
615,4,23,8,14,39414,11,False,1996,31,8,67,40087,101
616,12,22,6,12,75643,11,False,1996,26,7,35,55196,72
617,7,1,3,1,52305,11,False,1996,18,6,202,36565,69
618,18,10,10,15,39812,11,False,1996,17,6,52,22321,56
619,20,8,4,20,25486,11,False,1996,16,9,72,12608,49
620,8,14,20,19,30602,11,False,1996,20,7,70,17525,57
621,1,19,2,9,38419,11,True,1996,16,9,72,38264,99
622,2,7,5,1,40834,11,False,1996,16,9,72,28401,69
623,3,13,18,8,23489,11,False,1996,28,7,25,21340,90
624,22,4,12,6,22000,11,False,1996,6,7,29,20975,95
625,16,20,3,4,54074,11,False,1996,31,8,67,39027,72
626,6,12,15,7,33746,11,False,1996,21,7,29,30063,89
627,9,11,17,14,15200,11,False,1996,4,8,28,15241,100
628,23,18,16,10,22500,11,False,1996,14,6,26,20644,91
629,10,21,13,11,35345,11,False,1996,16,9,72,24576,69
630,16,4,2,7,54074,11,True,1996,31,8,67,40751,75
631,18,8,9,20,39812,11,False,1996,17,6,52,16390,41
632,21,6,11,15,18300,11,False,1996,9,7,29,17350,94
633,13,22,10,12,42749,11,False,1996,13,7,31,36193,84
634,14,2,19,5,31367,11,False,1996,12,8,43,27229,86
635,4,9,7,14,39414,11,False,1996,31,8,67,35669,90
636,11,16,17,2,37792,11,False,1996,22,6,43,39981,105
637,12,1,6,3,75643,11,False,1996,26,7,35,55210,72
638,7,10,1,13,52305,11,False,1996,18,6,202,36552,69
639,19,23,8,16,36284,11,False,1996,16,9,72,31867,87
640,20,3,4,18,25486,11,False,1996,16,9,72,10307,40
641,4,3,9,18,39414,11,False,1996,31,8,67,31477,79
642,14,16,20,4,31367,11,False,1996,12,8,43,29958,95
643,7,6,1,15,52305,11,False,1996,18,6,202,36577,69
644,13,8,7,19,42749,11,False,1996,13,7,31,35310,82
645,21,22,11,13,18300,11,False,1996,9,7,29,18010,98
646,11,23,17,16,37792,11,False,1996,22,6,43,31667,83
647,12,2,6,5,75643,11,False,1996,26,7,35,55198,72
648,18,9,10,14,39812,11,False,1996,17,6,52,20106,50
649,19,10,8,12,36284,11,True,1996,16,9,72,32999,90
650,20,1,3,2,25486,11,True,1996,16,9,72,25521,100
651,8,4,18,8,30602,10,False,1996,20,10,65,19892,65
652,16,21,3,16,54074,10,False,1996,31,12,58,39515,73
653,1,11,1,17,38419,10,False,1996,16,13,61,38076,99
654,2,19,6,10,40834,10,True,1996,16,13,61,28373,69
655,3,18,19,9,23489,10,False,1996,28,11,26,17267,73
656,22,7,12,2,22000,10,False,1996,6,11,36,21134,96
657,6,20,13,4,33746,10,False,1996,21,10,32,29758,88
658,9,12,15,5,15200,10,False,1996,4,12,29,15253,100
659,23,13,14,7,22500,10,False,1996,14,10,33,21059,93
660,10,14,11,20,35345,10,False,1996,16,13,61,23947,67
661,7,12,1,5,52305,10,False,1996,18,9,161,36579,69
662,1,3,2,19,38419,10,False,1996,16,13,61,38140,99
663,13,11,7,16,42749,10,False,1996,13,11,31,39051,91
664,2,20,6,3,40834,10,True,1996,16,13,61,28020,68
665,6,19,11,8,33746,10,False,1996,21,10,32,30215,89
666,8,21,18,12,30602,10,False,1996,20,10,65,27771,90
667,18,14,9,20,39812,10,False,1996,17,10,49,22191,55
668,9,23,17,15,15200,10,False,1996,4,12,29,15225,100
669,10,22,13,14,35345,10,False,1996,16,13,61,22285,63
670,23,6,13,8,22500,10,False,1996,14,10,33,20936,93
671,3,9,19,18,23489,10,False,1996,28,11,26,15485,65
672,12,16,4,3,75643,10,False,1996,26,11,46,55128,72
673,14,1,20,2,31367,10,False,1996,12,11,54,24303,77
674,21,7,14,1,18300,10,False,1996,9,11,36,18092,98
675,4,10,10,16,39414,10,False,1996,31,12,58,36571,92
676,11,8,15,17,37792,10,False,1996,22,9,40,29225,77
677,22,2,12,6,22000,10,False,1996,6,11,36,20766,94
678,19,13,11,9,36284,10,False,1996,16,13,61,32847,90
679,20,18,5,7,25486,10,False,1996,16,13,61,10512,41
680,7,13,2,8,52305,9,False,1996,18,12,101,36400,69
681,10,16,15,1,35345,9,False,1996,16,16,41,25064,70
682,12,19,4,14,75643,9,False,1996,26,14,26,54943,72
683,1,23,3,12,38419,9,False,1996,16,16,41,38106,99
684,2,8,6,16,40834,9,False,1996,16,16,41,27673,67
685,3,14,19,20,23489,9,False,1996,28,14,16,17032,72
686,21,20,11,5,18300,9,False,1996,9,14,21,17022,93
687,4,18,13,7,39414,9,False,1996,31,15,49,34160,86
688,22,11,10,17,22000,9,False,1996,6,14,21,20359,92
689,9,6,18,9,15200,9,False,1996,4,15,15,15230,100
690,20,9,6,19,25486,9,False,1996,16,16,41,8562,33
691,19,22,12,14,36284,9,False,1996,16,16,41,24159,66
692,13,12,7,4,42749,9,False,1996,13,14,17,39339,92
693,14,4,20,16,31367,9,False,1996,12,14,30,27091,86
694,11,7,15,2,37792,9,False,1996,22,12,21,36070,95
695,16,2,1,8,54074,9,False,1996,31,15,49,40739,75
696,6,1,9,3,33746,9,False,1996,21,14,18,29629,87
697,8,10,17,13,30602,9,False,1996,20,13,43,23352,76
698,18,21,5,10,39812,9,False,1996,17,13,41,23934,60
699,23,3,11,18,22500,9,False,1996,14,13,19,19459,86
700,1,18,7,5,38419,9,False,1996,16,16,41,33461,87
701,22,16,16,1,22000,9,False,1996,6,14,21,20987,95
702,2,13,3,8,40834,9,False,1996,16,16,41,27729,67
703,3,11,18,12,23489,9,False,1996,28,14,16,17297,73
704,21,23,10,13,18300,9,False,1996,9,14,21,17692,96
705,4,6,15,6,39414,9,False,1996,31,15,49,39250,99
706,12,8,2,14,75643,9,False,1996,26,14,26,54984,72
707,7,14,4,20,52305,9,False,1996,18,12,101,36424,69
708,9,19,19,11,15200,9,False,1996,4,15,15,15251,100
709,10,20,17,9,35345,9,True,1996,16,16,41,21294,60
710,14,21,19,12,31367,9,False,1996,12,14,30,19214,61
711,23,10,10,17,22500,9,False,1996,14,13,19,18642,82
712,13,1,4,8,42749,9,False,1996,13,14,17,37944,88
713,11,12,9,5,37792,9,False,1996,22,12,21,39694,105
714,16,9,3,18,54074,9,False,1996,31,15,49,39189,72
715,6,3,7,20,33746,9,False,1996,21,14,18,29811,88
716,8,22,11,15,30602,9,False,1996,20,13,43,24105,78
717,18,2,1,2,39812,9,False,1996,17,13,41,30983,77
718,19,7,14,6,36284,9,False,1996,16,16,41,32535,89
719,20,4,13,16,25486,9,False,1996,16,16,41,13684,53
720,9,8,18,13,15200,9,False,1996,4,15,15,14450,95
721,1,2,5,3,38419,9,True,1996,16,16,41,38132,99
722,14,11,19,6,31367,9,False,1996,12,14,30,23226,74
723,3,16,20,4,23489,9,False,1996,28,14,16,23021,98
724,21,12,16,7,18300,9,False,1996,9,14,21,18026,98
725,4,13,11,2,39414,9,False,1996,31,15,49,39115,99
726,6,10,9,15,33746,9,False,1996,21,14,18,30060,89
727,23,7,10,8,22500,9,False,1996,14,13,19,22037,97
728,20,19,17,12,25486,9,True,1996,16,16,41,17506,68
729,18,22,1,13,39812,9,False,1996,17,13,41,17657,44
730,11,20,11,20,37792,8,False,1996,22,15,31,25860,68
731,12,14,5,18,75643,8,False,1996,26,16,31,54178,71
732,13,21,4,16,42749,8,False,1996,13,16,27,34646,81
733,2,3,2,19,40834,8,False,1996,16,18,57,25024,61
734,22,1,13,3,22000,8,False,1996,6,16,24,20429,92
735,16,23,7,6,54074,8,False,1996,31,16,66,40503,74
736,7,18,14,1,52305,8,False,1996,18,13,104,36452,69
737,8,6,10,15,30602,8,False,1996,20,15,62,24705,80
738,19,4,9,8,36284,8,False,1996,16,18,57,29696,81
739,10,9,12,17,35345,8,False,1996,16,18,57,21227,60
740,13,14,11,19,42749,8,False,1996,13,16,27,32457,75
741,2,6,8,14,40834,8,False,1996,16,18,57,28272,69
742,22,9,7,15,22000,8,False,1996,6,16,24,17562,79
743,7,20,12,20,52305,8,False,1996,18,13,104,36385,69
744,8,23,9,3,30602,8,False,1996,20,15,62,22874,74
745,19,21,6,13,36284,8,False,1996,16,18,57,28219,77
746,10,3,17,18,35345,8,False,1996,16,18,57,21580,61
747,12,4,2,5,75643,8,False,1996,26,16,31,54943,72
748,11,18,16,1,37792,8,False,1996,22,15,31,31011,82
749,16,1,4,10,54074,8,False,1996,31,16,66,38103,70
750,9,2,15,8,15200,8,False,1996,4,17,10,15186,99
751,1,10,10,17,38419,8,True,1996,16,18,57,38056,99
752,14,19,19,6,31367,8,False,1996,12,16,35,26960,85
753,3,8,18,9,23489,8,False,1996,28,17,23,19468,82
754,21,11,13,16,18300,8,False,1996,9,16,24,17927,97
755,4,7,5,12,39414,8,False,1996,31,16,66,40117,101
756,6,16,14,4,33746,8,False,1996,21,16,24,30039,89
757,18,13,1,11,39812,8,False,1996,17,15,65,26861,67
758,23,22,3,7,22500,8,False,1996,14,15,31,19262,85
759,20,12,20,2,25486,8,False,1996,16,18,57,25786,101
760,13,1,7,1,42749,5,False,1997,13,12,26,37372,87
761,24,12,19,2,23009,5,False,1997,0,10,47,18694,81
762,14,7,6,13,31367,5,False,1997,12,12,32,29300,93
763,2,15,4,18,40834,5,False,1997,16,14,52,34845,85
764,25,18,20,16,25486,5,False,1997,16,14,52,16876,66
765,21,16,9,3,33597,5,False,1997,9,12,24,30492,90
766,4,3,17,11,39414,5,False,1997,31,12,53,40109,101
767,11,20,5,15,37792,5,False,1997,22,10,26,38172,101
768,19,9,14,12,36284,5,False,1997,16,14,52,35995,99
769,10,22,8,10,35345,5,False,1997,16,14,52,25781,72
770,16,1,3,1,54074,5,False,1997,31,12,53,44417,82
771,25,10,20,9,25486,5,True,1997,16,14,52,19129,75
772,12,11,2,5,75643,5,False,1997,26,12,21,55167,72
773,1,4,1,18,38419,5,False,1997,16,14,52,38269,99
774,15,25,17,20,28723,5,False,1997,25,12,21,24449,85
775,3,14,11,6,23489,5,False,1997,28,12,23,18794,80
776,22,24,8,19,22000,5,False,1997,6,12,24,21293,96
777,16,10,3,9,54074,5,False,1997,31,12,53,44414,82
778,7,2,13,4,52305,5,False,1997,18,9,116,36710,70
779,18,13,14,7,39812,5,False,1997,17,10,47,34177,85
780,9,21,12,10,15200,5,False,1997,4,13,16,15202,100
781,20,19,16,15,25486,5,True,1997,16,14,52,25820,101
782,2,14,3,6,40834,4,False,1997,16,11,30,33311,81
783,3,20,11,14,23489,4,False,1997,28,9,22,17968,76
784,22,7,9,15,22000,4,False,1997,6,9,26,21699,98
785,1,21,1,10,38419,4,False,1997,16,11,30,38121,99
786,25,12,20,2,25486,4,False,1997,16,11,30,26180,102
787,21,22,10,9,33597,4,False,1997,9,9,26,29855,88
788,13,15,8,18,42749,4,False,1997,13,8,23,38392,89
789,24,1,19,1,23009,4,False,1997,0,8,31,18691,81
790,14,20,6,14,31367,4,False,1997,12,9,26,24848,79
791,2,16,3,4,40834,4,False,1997,16,11,30,34639,84
792,4,18,17,13,39414,4,False,1997,31,10,36,35497,90
793,11,3,5,11,37792,4,False,1997,22,7,25,36522,96
794,19,7,16,15,36284,4,False,1997,16,11,30,35847,98
795,10,9,7,12,35345,4,False,1997,16,11,30,25878,73
796,2,18,4,14,40834,4,False,1997,16,11,30,29075,71
797,3,16,11,3,23489,4,False,1997,28,9,22,22721,96
798,1,20,1,13,38419,4,True,1997,16,11,30,38024,98
799,24,19,18,17,23009,4,False,1997,0,8,31,18692,81
800,15,11,19,5,28723,4,False,1997,25,9,27,25000,87
801,25,21,20,9,25486,4,False,1997,16,11,30,18101,71
802,4,22,16,10,39414,4,False,1997,31,10,36,33642,85
803,12,7,2,15,75643,4,False,1997,26,9,27,55194,72
804,9,13,12,8,15200,4,False,1997,4,9,19,15238,100
805,10,14,6,7,35345,4,False,1997,16,11,30,24733,69
806,22,9,10,12,22000,4,False,1997,6,9,26,20708,94
807,21,15,7,18,33597,4,False,1997,9,9,26,29126,86
808,16,25,3,20,54074,4,False,1997,31,10,36,43007,79
809,7,24,15,19,52305,4,False,1997,18,7,70,36534,69
810,18,10,14,8,39812,4,False,1997,17,8,31,28036,70
811,19,3,17,11,36284,4,False,1997,16,11,30,33463,92
812,20,4,13,16,25486,4,False,1997,16,11,30,15131,59
813,14,1,6,2,31367,4,False,1997,12,9,26,28212,89
814,1,7,2,16,38419,4,False,1997,16,11,30,38102,99
815,24,18,19,14,23009,4,False,1997,0,8,31,18692,81
816,15,14,18,6,28723,4,False,1997,25,9,27,25000,87
817,2,19,4,17,40834,4,True,1997,16,11,30,34149,83
818,3,13,11,8,23489,4,False,1997,28,9,22,22792,97
819,25,22,20,10,25486,4,False,1997,16,11,30,18771,73
820,4,11,15,5,39414,4,False,1997,31,10,36,37099,94
821,9,20,12,13,15200,4,False,1997,4,9,19,14815,97
822,10,21,7,9,35345,4,False,1997,16,11,30,25155,71
823,12,16,1,3,75643,4,False,1997,26,9,27,55171,72
824,11,2,4,5,37792,4,False,1997,22,7,25,37276,98
825,14,12,6,1,31367,4,False,1997,12,9,26,30547,97
826,21,2,8,5,33597,4,False,1997,9,9,26,30062,89
827,13,10,9,7,42749,4,False,1997,13,8,23,39372,92
828,11,24,4,19,37792,4,False,1997,22,7,25,37749,99
829,22,3,12,10,22000,4,False,1997,6,9,26,21137,96
830,18,9,13,11,39812,4,False,1997,17,8,31,29677,74
831,19,4,16,17,36284,4,False,1997,16,11,30,35624,98
832,20,15,14,18,25486,4,False,1997,16,11,30,11356,44
833,14,24,4,18,31367,3,False,1997,12,7,25,24179,77
834,20,7,14,15,25486,3,False,1997,16,8,29,15478,60
835,15,1,19,2,28723,3,False,1997,25,6,25,25000,87
836,10,11,7,6,35345,3,False,1997,16,8,29,24107,68
837,1,18,2,13,38419,3,False,1997,16,8,29,38087,99
838,24,16,18,3,23009,3,False,1997,0,5,29,18684,81
839,15,22,19,12,28723,3,False,1997,25,6,25,25000,87
840,3,21,9,7,23489,3,False,1997,28,7,18,18705,79
841,25,19,20,16,25486,3,True,1997,16,8,29,26116,102
842,4,13,17,11,39414,3,False,1997,31,7,40,36471,92
843,12,20,1,14,75643,3,False,1997,26,6,25,55306,73
844,9,7,10,15,15200,3,False,1997,4,8,17,15251,100
845,7,25,15,20,52305,3,False,1997,18,4,106,36565,69
846,21,11,7,5,33597,3,False,1997,9,6,21,30217,89
847,12,1,1,2,75643,3,False,1997,26,6,25,55174,72
848,13,25,12,20,42749,3,False,1997,13,6,19,33781,79
849,24,9,18,11,23009,3,False,1997,0,5,29,18368,79
850,15,18,19,13,28723,3,False,1997,25,6,25,24847,86
851,4,14,16,6,39414,3,False,1997,31,7,40,33423,84
852,7,3,15,10,52305,3,False,1997,18,4,106,36767,70
853,19,16,17,3,36284,3,False,1997,16,8,29,30245,83
854,10,2,8,4,35345,3,True,1997,16,8,29,25829,73
855,20,22,14,9,25486,3,False,1997,16,8,29,13229,51
856,13,24,13,18,42749,3,False,1997,13,6,19,29519,69
857,2,25,4,20,40834,3,True,1997,16,8,29,31917,78
858,11,14,7,5,37792,3,False,1997,22,5,27,32933,87
859,10,12,8,1,35345,3,False,1997,16,8,29,25892,73
860,20,1,15,2,25486,3,True,1997,16,8,29,22291,87
861,2,13,5,13,40834,3,False,1997,16,8,29,33018,80
862,16,15,2,19,54074,3,False,1997,31,7,40,44532,82
863,18,12,12,1,39812,3,False,1997,17,5,29,39427,99
864,9,4,10,16,15200,3,False,1997,4,8,17,15102,99
865,11,19,7,17,37792,3,False,1997,22,5,27,31394,83
866,10,1,9,2,35345,3,True,1997,16,8,29,25717,72
867,19,15,17,19,36284,3,False,1997,16,8,29,29032,80
